,usuarioA,usuarioB
2832,328194,959336
2833,328194,1758366
2834,328194,15655
2835,328194,1758366
2836,328194,1758366
2837,328194,15655
2838,328194,469908
2839,328194,15655
2840,328194,15655
2841,328194,391394
2842,328194,1764161
2843,328194,391394
2844,328194,1764161
2845,328194,1764161
2846,328194,2018885
2847,328194,2294695
2848,328194,15655
2849,328194,973550
2850,328194,2294695
2851,328194,15655
2852,328194,391394
2853,328194,2294695
2854,328194,1764161
2855,328194,973550
2856,328194,1764161
2857,328194,6807979
2858,328194,15655
2859,328194,2212006
2860,328194,474988
2861,328194,265378
2862,328194,973550
2863,328194,265378
2864,328194,1051928
2865,328194,973550
2866,328194,656065
2867,564868,474988
2868,564868,564868
2869,564868,1235614
2870,564868,682658
2871,564868,517992
2872,564868,1223799
2873,653995,186861
2874,653995,260504
2875,653995,2968852
2876,653995,57580
2877,653995,57580
2878,653995,111710
2879,653995,111710
2880,653995,8604205
2881,564868,973550
2882,564868,15655
2883,564868,564868
2884,564868,973550
2885,564868,564868
2886,564868,973550
2887,564868,564868
2888,564868,15655
2889,564868,564868
2890,564868,15655
2891,564868,15655
2892,564868,564868
2893,564868,474988
2894,564868,564868
2895,564868,5340173
2896,564868,15655
2897,564868,15655
2898,564868,564868
2899,3202,284023
2900,3202,284023
2901,3202,1634026
2902,3202,1634026
2903,3202,67395
2904,3202,760112
2905,3202,284023
2906,3202,67395
2907,3202,760112
2908,3202,973550
2909,3202,284023
2910,3202,67395
2911,3202,67395
2912,3202,1321971
2913,3202,486104
2914,3202,940070
2915,185489,185489
2916,185489,2676304
2917,185489,1672054
2918,185489,1746440
2919,185489,34390
2920,185489,67395
2921,185489,34390
2922,185489,1169263
2923,185489,1526680
2924,185489,4395572
2925,185489,1255875
2926,185489,435196
2927,185489,1140906
2928,185489,1777263
2929,185489,463703
2930,185489,34390
2931,185489,7460
2932,185489,34390
2933,185489,2204549
2934,185489,1053738
2935,185489,1156049
2936,185489,2294695
2937,185489,5052825
2938,185489,4950282
2939,185489,2401240
2940,185489,1156049
2941,185489,1101331
2942,185489,5252615
2943,185489,5907104
2944,185489,1738396
2945,185489,11450725
2946,185489,1200883
2947,185489,7208
2948,185489,34390
2949,185489,139888
2950,185489,1521532
2951,185489,5737803
2952,185489,173588
2953,185489,5780340
2954,185489,5643106
2955,185489,535866
2956,185489,5618424
2957,185489,841858
2958,185489,8141958
2959,185489,4472083
2960,185489,4759367
2961,185489,8141958
2962,185489,5215365
2963,185489,5929834
2964,185489,15930575
2965,185489,3942854
2966,185489,20753671
2967,185489,8604205
2968,185489,7997951
2969,185489,20753671
2970,216296,216296
2971,216296,320862
2972,216296,320862
2973,216296,692396
2974,216296,994179
2975,216296,320862
2976,216296,1813478
2977,216296,125422
2978,216296,10137
2979,216296,2191211
2980,216296,474988
2981,216296,49277
2982,216296,2294695
2983,216296,49277
2984,216296,2294695
2985,216296,49277
2986,216296,2294695
2987,216296,49277
2988,216296,1006291
2989,216296,1006291
2990,216296,288959
2991,216296,328955
2992,216296,8041783
2993,216296,857256
2994,216296,19320421
2995,216296,5689961
2996,216296,16700423
